id,source_id,target_model,model_name,reference_label,framing_style,base_claim,subset_name,subset_type,subset_policy
fever_175933::neutral,fever_175933,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,neutral,Aunt May is a character that appeared in media adaptations of a type of creative work.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_175933::assertive,fever_175933,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,assertive,Aunt May is a character that appeared in media adaptations of a type of creative work.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_175933::authoritative,fever_175933,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,authoritative,Aunt May is a character that appeared in media adaptations of a type of creative work.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_54460::neutral,fever_54460,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,neutral,Shane Black finished college in December.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_54460::assertive,fever_54460,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,assertive,Shane Black finished college in December.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_54460::authoritative,fever_54460,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,authoritative,Shane Black finished college in December.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_124397::neutral,fever_124397,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,neutral,Global warming is expected to exacerbate with the retreat of permafrost.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_124397::assertive,fever_124397,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,assertive,Global warming is expected to exacerbate with the retreat of permafrost.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_124397::authoritative,fever_124397,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,authoritative,Global warming is expected to exacerbate with the retreat of permafrost.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_180579::neutral,fever_180579,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,neutral,Swordfish (film) is a film that is about someone that works with computers.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_180579::assertive,fever_180579,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,assertive,Swordfish (film) is a film that is about someone that works with computers.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_180579::authoritative,fever_180579,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,authoritative,Swordfish (film) is a film that is about someone that works with computers.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_72560::neutral,fever_72560,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,neutral,Jennifer Lopez made an album.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_72560::assertive,fever_72560,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,assertive,Jennifer Lopez made an album.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_72560::authoritative,fever_72560,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,authoritative,Jennifer Lopez made an album.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_201378::neutral,fever_201378,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,neutral,Varsity Blues (film) is an American film.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_201378::assertive,fever_201378,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,assertive,Varsity Blues (film) is an American film.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_201378::authoritative,fever_201378,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,authoritative,Varsity Blues (film) is an American film.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_206739::neutral,fever_206739,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,neutral,Samwell Tarly appears in a television.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_206739::assertive,fever_206739,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,assertive,Samwell Tarly appears in a television.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_206739::authoritative,fever_206739,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,authoritative,Samwell Tarly appears in a television.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_150920::neutral,fever_150920,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,neutral,Sam Claflin was not in Pirates of the Caribbean: On Stranger Tides.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_150920::assertive,fever_150920,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,assertive,Sam Claflin was not in Pirates of the Caribbean: On Stranger Tides.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_150920::authoritative,fever_150920,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,authoritative,Sam Claflin was not in Pirates of the Caribbean: On Stranger Tides.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_226101::neutral,fever_226101,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,neutral,Bongwater follows the story of a drug dealer.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_226101::assertive,fever_226101,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,assertive,Bongwater follows the story of a drug dealer.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_226101::authoritative,fever_226101,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,authoritative,Bongwater follows the story of a drug dealer.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_165267::neutral,fever_165267,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,neutral,There are no musical or creative works in existence that have been created by Phillip Glass.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_165267::assertive,fever_165267,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,assertive,There are no musical or creative works in existence that have been created by Phillip Glass.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_165267::authoritative,fever_165267,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,authoritative,There are no musical or creative works in existence that have been created by Phillip Glass.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_84860::neutral,fever_84860,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,neutral,An example of a virus is rabies.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_84860::assertive,fever_84860,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,assertive,An example of a virus is rabies.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_84860::authoritative,fever_84860,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,authoritative,An example of a virus is rabies.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_119718::neutral,fever_119718,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,neutral,Topman is part of a British spy network.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_119718::assertive,fever_119718,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,assertive,Topman is part of a British spy network.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_119718::authoritative,fever_119718,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,authoritative,Topman is part of a British spy network.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_108705::neutral,fever_108705,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,neutral,Joe Rogan did not move to Los Angeles in 1994.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_108705::assertive,fever_108705,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,assertive,Joe Rogan did not move to Los Angeles in 1994.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_108705::authoritative,fever_108705,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,authoritative,Joe Rogan did not move to Los Angeles in 1994.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_212188::neutral,fever_212188,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,neutral,Miracle at St. Anna tells the story of four soldiers in a Tuscan village.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_212188::assertive,fever_212188,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,assertive,Miracle at St. Anna tells the story of four soldiers in a Tuscan village.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_212188::authoritative,fever_212188,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,authoritative,Miracle at St. Anna tells the story of four soldiers in a Tuscan village.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_219124::neutral,fever_219124,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,neutral,Valencia is the seat of government of Valencia.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_219124::assertive,fever_219124,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,assertive,Valencia is the seat of government of Valencia.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_219124::authoritative,fever_219124,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,authoritative,Valencia is the seat of government of Valencia.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_115832::neutral,fever_115832,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,neutral,Brian Michael Bendis has worked in the movie industry.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_115832::assertive,fever_115832,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,assertive,Brian Michael Bendis has worked in the movie industry.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_115832::authoritative,fever_115832,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,authoritative,Brian Michael Bendis has worked in the movie industry.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_114200::neutral,fever_114200,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,neutral,The human brain lacks a sleep regulating structure.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_114200::assertive,fever_114200,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,assertive,The human brain lacks a sleep regulating structure.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_114200::authoritative,fever_114200,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,authoritative,The human brain lacks a sleep regulating structure.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_126973::neutral,fever_126973,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,neutral,The horse has not grown in size as it evolved.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_126973::assertive,fever_126973,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,assertive,The horse has not grown in size as it evolved.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_126973::authoritative,fever_126973,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,authoritative,The horse has not grown in size as it evolved.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_94414::neutral,fever_94414,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,neutral,Rupert Murdoch is powerless over News Corp.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_94414::assertive,fever_94414,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,assertive,Rupert Murdoch is powerless over News Corp.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_94414::authoritative,fever_94414,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,authoritative,Rupert Murdoch is powerless over News Corp.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_166654::neutral,fever_166654,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,neutral,Anne Rice lived in the twenty first century.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_166654::assertive,fever_166654,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,assertive,Anne Rice lived in the twenty first century.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_166654::authoritative,fever_166654,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,authoritative,Anne Rice lived in the twenty first century.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_202475::neutral,fever_202475,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,neutral,Tinker Tailor Soldier Spy only stars Gary Oldman.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_202475::assertive,fever_202475,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,assertive,Tinker Tailor Soldier Spy only stars Gary Oldman.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_202475::authoritative,fever_202475,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,authoritative,Tinker Tailor Soldier Spy only stars Gary Oldman.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_76323::neutral,fever_76323,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,neutral,Some of the University of Mississippi's students are minorities.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_76323::assertive,fever_76323,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,assertive,Some of the University of Mississippi's students are minorities.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_76323::authoritative,fever_76323,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,authoritative,Some of the University of Mississippi's students are minorities.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_142224::neutral,fever_142224,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,neutral,Hindu Kush is a geographic feature.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_142224::assertive,fever_142224,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,assertive,Hindu Kush is a geographic feature.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_142224::authoritative,fever_142224,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,authoritative,Hindu Kush is a geographic feature.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_47357::neutral,fever_47357,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,neutral,Margaret Thatcher implemented policies.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_47357::assertive,fever_47357,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,assertive,Margaret Thatcher implemented policies.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_47357::authoritative,fever_47357,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,authoritative,Margaret Thatcher implemented policies.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_152011::neutral,fever_152011,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,neutral,"Around the age of 60, amyotrophic lateral sclerosis usually starts.",controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_152011::assertive,fever_152011,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,assertive,"Around the age of 60, amyotrophic lateral sclerosis usually starts.",controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_152011::authoritative,fever_152011,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,authoritative,"Around the age of 60, amyotrophic lateral sclerosis usually starts.",controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_100683::neutral,fever_100683,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,neutral,James VI and I razed the Plantation of UIster.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_100683::assertive,fever_100683,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,assertive,James VI and I razed the Plantation of UIster.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_100683::authoritative,fever_100683,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,authoritative,James VI and I razed the Plantation of UIster.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_194471::neutral,fever_194471,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,neutral,Tilda Swinton is Irish.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_194471::assertive,fever_194471,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,assertive,Tilda Swinton is Irish.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_194471::authoritative,fever_194471,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,authoritative,Tilda Swinton is Irish.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_96562::neutral,fever_96562,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,neutral,Jennifer Lopez dated Matt Damon.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_96562::assertive,fever_96562,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,assertive,Jennifer Lopez dated Matt Damon.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_96562::authoritative,fever_96562,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,authoritative,Jennifer Lopez dated Matt Damon.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_123411::neutral,fever_123411,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,neutral,The Daily Show described itself as a sports news program.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_123411::assertive,fever_123411,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,assertive,The Daily Show described itself as a sports news program.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_123411::authoritative,fever_123411,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,authoritative,The Daily Show described itself as a sports news program.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_105664::neutral,fever_105664,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,neutral,Advertising is barely an audio form of marketing communication.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_105664::assertive,fever_105664,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,assertive,Advertising is barely an audio form of marketing communication.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_105664::authoritative,fever_105664,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,authoritative,Advertising is barely an audio form of marketing communication.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_120678::neutral,fever_120678,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,neutral,Margaret Thatcher was the first woman to lead a major political party in the 2000s.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_120678::assertive,fever_120678,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,assertive,Margaret Thatcher was the first woman to lead a major political party in the 2000s.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_120678::authoritative,fever_120678,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,authoritative,Margaret Thatcher was the first woman to lead a major political party in the 2000s.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_18065::neutral,fever_18065,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,neutral,Colombiana was produced by Olivier Megaton.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_18065::assertive,fever_18065,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,assertive,Colombiana was produced by Olivier Megaton.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_18065::authoritative,fever_18065,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,authoritative,Colombiana was produced by Olivier Megaton.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_185208::neutral,fever_185208,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,neutral,Home for the Holidays stars an American flag.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_185208::assertive,fever_185208,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,assertive,Home for the Holidays stars an American flag.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
fever_185208::authoritative,fever_185208,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,authoritative,Home for the Holidays stars an American flag.,controlled_framing_reuse_response,controlled_framing_fixed_response,fixed candidate_response; varied prompt/framing metadata only
