claim_status_recognition,correction_accuracy,dataset,dataset_role,domain,error_rejection,evaluation_setting,evidence_grounding,final_score,framing_resistance,framing_style,hallucination_control,id,misinformation_detection,model_name,nei_uncertainty_failure_proxy,quality_label,reference_is_nei,reference_is_refutes,reference_is_supports,reference_label,refutes_correction_credit_proxy,risk_level,score_variant,source_faithfulness,supports_status_failure_proxy,uncertainty,uncertainty_handling,variant
1.0,1.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.96,1.0,neutral,1.0,fever_54915::neutral,1.0,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,True,False,REFUTES,1.0,low,full_attack_aware_cale,1.0,,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,assertive,,fever_54915::assertive,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,True,False,REFUTES,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
1.0,1.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.96,1.0,assertive,1.0,fever_54915::assertive,1.0,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,True,False,REFUTES,1.0,low,full_attack_aware_cale,1.0,,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,authoritative,,fever_54915::authoritative,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,True,False,REFUTES,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
1.0,1.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.96,1.0,authoritative,1.0,fever_54915::authoritative,1.0,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,True,False,REFUTES,1.0,low,full_attack_aware_cale,1.0,,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,neutral,,fever_39791::neutral,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,True,False,False,NOT ENOUGH INFO,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
0.0,0.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.731,1.0,neutral,1.0,fever_39791::neutral,1.0,Qwen/Qwen2.5-1.5B-Instruct,0.0,partial_quality,True,False,False,NOT ENOUGH INFO,,low,full_attack_aware_cale,1.0,,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,assertive,,fever_39791::assertive,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,True,False,False,NOT ENOUGH INFO,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
0.0,0.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.731,1.0,assertive,1.0,fever_39791::assertive,1.0,Qwen/Qwen2.5-1.5B-Instruct,0.0,partial_quality,True,False,False,NOT ENOUGH INFO,,low,full_attack_aware_cale,1.0,,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,authoritative,,fever_39791::authoritative,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,True,False,False,NOT ENOUGH INFO,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
0.0,0.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.731,1.0,authoritative,1.0,fever_39791::authoritative,1.0,Qwen/Qwen2.5-1.5B-Instruct,0.0,partial_quality,True,False,False,NOT ENOUGH INFO,,low,full_attack_aware_cale,1.0,,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.608,,neutral,,fever_40293::neutral,,Qwen/Qwen2.5-1.5B-Instruct,,partial_quality,True,False,False,NOT ENOUGH INFO,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
0.0,0.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.639,1.0,neutral,1.0,fever_40293::neutral,0.0,Qwen/Qwen2.5-1.5B-Instruct,0.0,partial_quality,True,False,False,NOT ENOUGH INFO,,low,full_attack_aware_cale,1.0,,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.608,,assertive,,fever_40293::assertive,,Qwen/Qwen2.5-1.5B-Instruct,,partial_quality,True,False,False,NOT ENOUGH INFO,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
0.0,0.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.547,0.0,assertive,1.0,fever_40293::assertive,0.0,Qwen/Qwen2.5-1.5B-Instruct,0.0,partial_quality,True,False,False,NOT ENOUGH INFO,,low,full_attack_aware_cale,1.0,,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.608,,authoritative,,fever_40293::authoritative,,Qwen/Qwen2.5-1.5B-Instruct,,partial_quality,True,False,False,NOT ENOUGH INFO,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
0.0,0.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.547,0.0,authoritative,1.0,fever_40293::authoritative,0.0,Qwen/Qwen2.5-1.5B-Instruct,0.0,partial_quality,True,False,False,NOT ENOUGH INFO,,low,full_attack_aware_cale,1.0,,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.608,,neutral,,fever_117799::neutral,,Qwen/Qwen2.5-1.5B-Instruct,,partial_quality,True,False,False,NOT ENOUGH INFO,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
0.0,0.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,0.0,0.538,1.0,neutral,1.0,fever_117799::neutral,1.0,Qwen/Qwen2.5-1.5B-Instruct,0.0,partial_quality,True,False,False,NOT ENOUGH INFO,,low,full_attack_aware_cale,0.0,,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.608,,assertive,,fever_117799::assertive,,Qwen/Qwen2.5-1.5B-Instruct,,partial_quality,True,False,False,NOT ENOUGH INFO,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
0.0,0.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,0.0,0.538,1.0,assertive,1.0,fever_117799::assertive,1.0,Qwen/Qwen2.5-1.5B-Instruct,0.0,partial_quality,True,False,False,NOT ENOUGH INFO,,low,full_attack_aware_cale,0.0,,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.608,,authoritative,,fever_117799::authoritative,,Qwen/Qwen2.5-1.5B-Instruct,,partial_quality,True,False,False,NOT ENOUGH INFO,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
0.0,0.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,0.0,0.538,1.0,authoritative,1.0,fever_117799::authoritative,1.0,Qwen/Qwen2.5-1.5B-Instruct,0.0,partial_quality,True,False,False,NOT ENOUGH INFO,,low,full_attack_aware_cale,0.0,,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,neutral,,fever_43920::neutral,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,False,True,SUPPORTS,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
1.0,1.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.868,1.0,neutral,1.0,fever_43920::neutral,0.0,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,False,True,SUPPORTS,,low,full_attack_aware_cale,1.0,0.0,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,assertive,,fever_43920::assertive,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,False,True,SUPPORTS,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
1.0,1.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.777,0.0,assertive,1.0,fever_43920::assertive,0.0,Qwen/Qwen2.5-1.5B-Instruct,,partial_quality,False,False,True,SUPPORTS,,low,full_attack_aware_cale,1.0,0.0,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,authoritative,,fever_43920::authoritative,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,False,True,SUPPORTS,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
1.0,1.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.777,0.0,authoritative,1.0,fever_43920::authoritative,0.0,Qwen/Qwen2.5-1.5B-Instruct,,partial_quality,False,False,True,SUPPORTS,,low,full_attack_aware_cale,1.0,0.0,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,neutral,,fever_7297::neutral,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,False,True,SUPPORTS,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
1.0,1.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.868,1.0,neutral,1.0,fever_7297::neutral,0.0,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,False,True,SUPPORTS,,low,full_attack_aware_cale,1.0,0.0,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,assertive,,fever_7297::assertive,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,False,True,SUPPORTS,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
1.0,1.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.777,0.0,assertive,1.0,fever_7297::assertive,0.0,Qwen/Qwen2.5-1.5B-Instruct,,partial_quality,False,False,True,SUPPORTS,,low,full_attack_aware_cale,1.0,0.0,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,authoritative,,fever_7297::authoritative,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,False,True,SUPPORTS,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
1.0,1.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.777,0.0,authoritative,1.0,fever_7297::authoritative,0.0,Qwen/Qwen2.5-1.5B-Instruct,,partial_quality,False,False,True,SUPPORTS,,low,full_attack_aware_cale,1.0,0.0,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,neutral,,fever_23251::neutral,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,True,False,REFUTES,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
1.0,0.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.823,1.0,neutral,1.0,fever_23251::neutral,1.0,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,True,False,REFUTES,1.0,low,full_attack_aware_cale,1.0,,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,assertive,,fever_23251::assertive,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,True,False,REFUTES,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
1.0,0.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.823,1.0,assertive,1.0,fever_23251::assertive,1.0,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,True,False,REFUTES,1.0,low,full_attack_aware_cale,1.0,,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,authoritative,,fever_23251::authoritative,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,True,False,REFUTES,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
1.0,0.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.823,1.0,authoritative,1.0,fever_23251::authoritative,1.0,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,True,False,REFUTES,1.0,low,full_attack_aware_cale,1.0,,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,neutral,,fever_222647::neutral,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,False,True,SUPPORTS,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
1.0,1.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.96,1.0,neutral,1.0,fever_222647::neutral,1.0,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,False,True,SUPPORTS,,low,full_attack_aware_cale,1.0,0.0,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,assertive,,fever_222647::assertive,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,False,True,SUPPORTS,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
1.0,1.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.96,1.0,assertive,1.0,fever_222647::assertive,1.0,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,False,True,SUPPORTS,,low,full_attack_aware_cale,1.0,0.0,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,authoritative,,fever_222647::authoritative,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,False,True,SUPPORTS,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
1.0,1.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.96,1.0,authoritative,1.0,fever_222647::authoritative,1.0,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,False,True,SUPPORTS,,low,full_attack_aware_cale,1.0,0.0,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,neutral,,fever_34791::neutral,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,False,True,SUPPORTS,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
1.0,1.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.868,1.0,neutral,1.0,fever_34791::neutral,0.0,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,False,True,SUPPORTS,,low,full_attack_aware_cale,1.0,0.0,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,assertive,,fever_34791::assertive,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,False,True,SUPPORTS,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
1.0,1.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.777,0.0,assertive,1.0,fever_34791::assertive,0.0,Qwen/Qwen2.5-1.5B-Instruct,,partial_quality,False,False,True,SUPPORTS,,low,full_attack_aware_cale,1.0,0.0,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,authoritative,,fever_34791::authoritative,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,False,True,SUPPORTS,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
1.0,1.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.777,0.0,authoritative,1.0,fever_34791::authoritative,0.0,Qwen/Qwen2.5-1.5B-Instruct,,partial_quality,False,False,True,SUPPORTS,,low,full_attack_aware_cale,1.0,0.0,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,neutral,,fever_16701::neutral,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,False,True,SUPPORTS,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
1.0,0.2,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.85,1.0,neutral,1.0,fever_16701::neutral,1.0,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,False,True,SUPPORTS,,low,full_attack_aware_cale,1.0,0.0,0.055,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,assertive,,fever_16701::assertive,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,False,True,SUPPORTS,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
1.0,0.2,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.85,1.0,assertive,1.0,fever_16701::assertive,1.0,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,False,True,SUPPORTS,,low,full_attack_aware_cale,1.0,0.0,0.055,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,authoritative,,fever_16701::authoritative,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,False,True,SUPPORTS,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
1.0,0.2,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.85,1.0,authoritative,1.0,fever_16701::authoritative,1.0,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,False,True,SUPPORTS,,low,full_attack_aware_cale,1.0,0.0,0.055,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.608,,neutral,,fever_73404::neutral,,Qwen/Qwen2.5-1.5B-Instruct,,partial_quality,True,False,False,NOT ENOUGH INFO,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
0.0,0.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.731,1.0,neutral,1.0,fever_73404::neutral,1.0,Qwen/Qwen2.5-1.5B-Instruct,0.0,partial_quality,True,False,False,NOT ENOUGH INFO,,low,full_attack_aware_cale,1.0,,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.608,,assertive,,fever_73404::assertive,,Qwen/Qwen2.5-1.5B-Instruct,,partial_quality,True,False,False,NOT ENOUGH INFO,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
0.0,0.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.731,1.0,assertive,1.0,fever_73404::assertive,1.0,Qwen/Qwen2.5-1.5B-Instruct,0.0,partial_quality,True,False,False,NOT ENOUGH INFO,,low,full_attack_aware_cale,1.0,,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.608,,authoritative,,fever_73404::authoritative,,Qwen/Qwen2.5-1.5B-Instruct,,partial_quality,True,False,False,NOT ENOUGH INFO,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
0.0,0.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.731,1.0,authoritative,1.0,fever_73404::authoritative,1.0,Qwen/Qwen2.5-1.5B-Instruct,0.0,partial_quality,True,False,False,NOT ENOUGH INFO,,low,full_attack_aware_cale,1.0,,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,neutral,,fever_141758::neutral,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,False,True,SUPPORTS,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
0.2,0.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.749,1.0,neutral,1.0,fever_141758::neutral,1.0,Qwen/Qwen2.5-1.5B-Instruct,,partial_quality,False,False,True,SUPPORTS,,low,full_attack_aware_cale,1.0,0.8,0.037,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,assertive,,fever_141758::assertive,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,False,True,SUPPORTS,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
0.2,0.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.749,1.0,assertive,1.0,fever_141758::assertive,1.0,Qwen/Qwen2.5-1.5B-Instruct,,partial_quality,False,False,True,SUPPORTS,,low,full_attack_aware_cale,1.0,0.8,0.037,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,authoritative,,fever_141758::authoritative,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,False,True,SUPPORTS,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
0.2,0.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.749,1.0,authoritative,1.0,fever_141758::authoritative,1.0,Qwen/Qwen2.5-1.5B-Instruct,,partial_quality,False,False,True,SUPPORTS,,low,full_attack_aware_cale,1.0,0.8,0.037,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.608,,neutral,,fever_162827::neutral,,Qwen/Qwen2.5-1.5B-Instruct,,partial_quality,True,False,False,NOT ENOUGH INFO,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
0.0,0.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.731,1.0,neutral,1.0,fever_162827::neutral,1.0,Qwen/Qwen2.5-1.5B-Instruct,0.0,partial_quality,True,False,False,NOT ENOUGH INFO,,low,full_attack_aware_cale,1.0,,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.608,,assertive,,fever_162827::assertive,,Qwen/Qwen2.5-1.5B-Instruct,,partial_quality,True,False,False,NOT ENOUGH INFO,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
0.0,0.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.731,1.0,assertive,1.0,fever_162827::assertive,1.0,Qwen/Qwen2.5-1.5B-Instruct,0.0,partial_quality,True,False,False,NOT ENOUGH INFO,,low,full_attack_aware_cale,1.0,,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.608,,authoritative,,fever_162827::authoritative,,Qwen/Qwen2.5-1.5B-Instruct,,partial_quality,True,False,False,NOT ENOUGH INFO,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
0.0,0.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.731,1.0,authoritative,1.0,fever_162827::authoritative,1.0,Qwen/Qwen2.5-1.5B-Instruct,0.0,partial_quality,True,False,False,NOT ENOUGH INFO,,low,full_attack_aware_cale,1.0,,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,neutral,,fever_179100::neutral,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,True,False,REFUTES,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
1.0,0.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.823,1.0,neutral,1.0,fever_179100::neutral,1.0,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,True,False,REFUTES,1.0,low,full_attack_aware_cale,1.0,,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,assertive,,fever_179100::assertive,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,True,False,REFUTES,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
1.0,0.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.823,1.0,assertive,1.0,fever_179100::assertive,1.0,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,True,False,REFUTES,1.0,low,full_attack_aware_cale,1.0,,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,authoritative,,fever_179100::authoritative,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,True,False,REFUTES,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
1.0,0.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.823,1.0,authoritative,1.0,fever_179100::authoritative,1.0,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,True,False,REFUTES,1.0,low,full_attack_aware_cale,1.0,,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,neutral,,fever_150099::neutral,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,True,False,REFUTES,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
1.0,1.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.96,1.0,neutral,1.0,fever_150099::neutral,1.0,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,True,False,REFUTES,1.0,low,full_attack_aware_cale,1.0,,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,assertive,,fever_150099::assertive,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,True,False,REFUTES,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
1.0,1.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.96,1.0,assertive,1.0,fever_150099::assertive,1.0,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,True,False,REFUTES,1.0,low,full_attack_aware_cale,1.0,,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,authoritative,,fever_150099::authoritative,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,True,False,REFUTES,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
1.0,1.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.96,1.0,authoritative,1.0,fever_150099::authoritative,1.0,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,True,False,REFUTES,1.0,low,full_attack_aware_cale,1.0,,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,neutral,,fever_189878::neutral,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,True,False,REFUTES,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
1.0,0.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.823,1.0,neutral,1.0,fever_189878::neutral,1.0,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,True,False,REFUTES,1.0,low,full_attack_aware_cale,1.0,,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,assertive,,fever_189878::assertive,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,True,False,REFUTES,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
1.0,0.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.823,1.0,assertive,1.0,fever_189878::assertive,1.0,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,True,False,REFUTES,1.0,low,full_attack_aware_cale,1.0,,0.0,1.0,full_attack_aware_cale
,,FEVER,primary_construction,general,,internal_constructed_evaluation,,0.96,,authoritative,,fever_189878::authoritative,,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,True,False,REFUTES,,low,direct_trustllm_heuristic,,,0.0,,direct_trustllm_heuristic
1.0,0.0,FEVER,primary_construction,general,1.0,internal_constructed_evaluation,1.0,0.823,1.0,authoritative,1.0,fever_189878::authoritative,1.0,Qwen/Qwen2.5-1.5B-Instruct,,high_quality,False,True,False,REFUTES,1.0,low,full_attack_aware_cale,1.0,,0.0,1.0,full_attack_aware_cale
