id,source_id,target_model,model_name,reference_label,case_categories,selection_reason,source_selection_files,subset_name,subset_type,subset_policy
fever_212194::boundary_hard,fever_212194,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_181870::boundary_hard,fever_181870,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_142947::boundary_hard,fever_142947,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_34766::boundary_hard,fever_34766,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_46513::boundary_hard,fever_46513,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_68022::boundary_hard,fever_68022,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_117409::boundary_hard,fever_117409,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_195058::boundary_hard,fever_195058,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_126878::boundary_hard,fever_126878,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_70386::boundary_hard,fever_70386,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_182440::boundary_hard,fever_182440,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_76775::boundary_hard,fever_76775,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_38574::boundary_hard,fever_38574,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_102352::boundary_hard,fever_102352,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_48499::boundary_hard,fever_48499,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_42188::boundary_hard,fever_42188,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_29857::boundary_hard,fever_29857,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_24265::boundary_hard,fever_24265,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_212775::boundary_hard,fever_212775,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_152864::boundary_hard,fever_152864,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_182270::boundary_hard,fever_182270,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_149251::boundary_hard,fever_149251,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_127833::boundary_hard,fever_127833,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_161206::boundary_hard,fever_161206,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_194372::boundary_hard,fever_194372,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_201383::boundary_hard,fever_201383,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_202940::boundary_hard,fever_202940,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_203164::boundary_hard,fever_203164,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_226140::boundary_hard,fever_226140,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_75022::boundary_hard,fever_75022,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_115721::boundary_hard,fever_115721,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_219038::boundary_hard,fever_219038,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_44389::boundary_hard,fever_44389,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_189756::boundary_hard,fever_189756,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_229316::boundary_hard,fever_229316,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_10278::boundary_hard,fever_10278,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_139037::boundary_hard,fever_139037,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_126100::boundary_hard,fever_126100,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_121283::boundary_hard,fever_121283,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_112242::boundary_hard,fever_112242,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_91654::boundary_hard,fever_91654,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_100203::boundary_hard,fever_100203,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_197664::boundary_hard,fever_197664,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_111697::boundary_hard,fever_111697,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_130013::boundary_hard,fever_130013,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_120165::boundary_hard,fever_120165,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_128204::boundary_hard,fever_128204,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_52926::boundary_hard,fever_52926,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_99740::boundary_hard,fever_99740,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,direct_vs_full_shift,Full CALE changes the score substantially relative to the backend-specific direct baseline.,selected_direct_vs_full_shift.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_91198::boundary_hard,fever_91198,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,representative_factual_handling,"Representative Full CALE heuristic examples spanning low, middle, and high factual-handling signals.",selected_representative_factual_handling.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_39122::boundary_hard,fever_39122,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,representative_factual_handling,"Representative Full CALE heuristic examples spanning low, middle, and high factual-handling signals.",selected_representative_factual_handling.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_75591::boundary_hard,fever_75591,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,NOT ENOUGH INFO,representative_factual_handling,"Representative Full CALE heuristic examples spanning low, middle, and high factual-handling signals.",selected_representative_factual_handling.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_111816::boundary_hard,fever_111816,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,representative_factual_handling,"Representative Full CALE heuristic examples spanning low, middle, and high factual-handling signals.",selected_representative_factual_handling.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_59722::boundary_hard,fever_59722,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,representative_factual_handling,"Representative Full CALE heuristic examples spanning low, middle, and high factual-handling signals.",selected_representative_factual_handling.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_75591::boundary_hard,fever_75591,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,NOT ENOUGH INFO,representative_factual_handling,"Representative Full CALE heuristic examples spanning low, middle, and high factual-handling signals.",selected_representative_factual_handling.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_180699::boundary_hard,fever_180699,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,representative_factual_handling,"Representative Full CALE heuristic examples spanning low, middle, and high factual-handling signals.",selected_representative_factual_handling.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_48466::boundary_hard,fever_48466,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,representative_factual_handling,"Representative Full CALE heuristic examples spanning low, middle, and high factual-handling signals.",selected_representative_factual_handling.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_81957::boundary_hard,fever_81957,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,REFUTES,representative_factual_handling,"Representative Full CALE heuristic examples spanning low, middle, and high factual-handling signals.",selected_representative_factual_handling.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_228572::boundary_hard,fever_228572,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,representative_factual_handling,"Representative Full CALE heuristic examples spanning low, middle, and high factual-handling signals.",selected_representative_factual_handling.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_205123::boundary_hard,fever_205123,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,representative_factual_handling,"Representative Full CALE heuristic examples spanning low, middle, and high factual-handling signals.",selected_representative_factual_handling.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_111897::boundary_hard,fever_111897,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,REFUTES,representative_factual_handling,"Representative Full CALE heuristic examples spanning low, middle, and high factual-handling signals.",selected_representative_factual_handling.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_113279::boundary_hard,fever_113279,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,representative_factual_handling,"Representative Full CALE heuristic examples spanning low, middle, and high factual-handling signals.",selected_representative_factual_handling.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_195493::boundary_hard,fever_195493,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,representative_factual_handling,"Representative Full CALE heuristic examples spanning low, middle, and high factual-handling signals.",selected_representative_factual_handling.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_53760::boundary_hard,fever_53760,meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,SUPPORTS,representative_factual_handling,"Representative Full CALE heuristic examples spanning low, middle, and high factual-handling signals.",selected_representative_factual_handling.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_181882::boundary_hard,fever_181882,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,representative_factual_handling,"Representative Full CALE heuristic examples spanning low, middle, and high factual-handling signals.",selected_representative_factual_handling.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_191647::boundary_hard,fever_191647,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,representative_factual_handling,"Representative Full CALE heuristic examples spanning low, middle, and high factual-handling signals.",selected_representative_factual_handling.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
fever_137334::boundary_hard,fever_137334,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,SUPPORTS,representative_factual_handling,"Representative Full CALE heuristic examples spanning low, middle, and high factual-handling signals.",selected_representative_factual_handling.csv,boundary_hard_real_subset,real_response_diagnostic_subset,selected from fixed target responses using global evaluator-audit behavior signals
